,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,WiFi,RestaurantsTakeOut,Alcohol,BikeParking,RestaurantsReservations,OutdoorSeating,RestaurantsDelivery,RestaurantsPriceRange2,RestaurantsAttire,NoiseLevel,HasTV,RestaurantsGoodForGroups,GoodForKids
306,HOOitK8EMpTaY9bVpp6ZfA,Cafe Vite,"5418 Yonge Street, Unit 19",Toronto,ON,M2N 6X4,43.7756161872,-79.4147684053,4.5,31,"Food, Sandwiches, Ice Cream & Frozen Yogurt, Vietnamese, Cafes, Restaurants",u'free',True,u'none',True,True,False,True,1.0,,,False,False,True
307,2BZmK_JB2WVYxdQvTcbyOg,Tim Hortons,"Scarborough Town Centre, 300 Borough Drive",Toronto,ON,M1P 4P5,43.775556149399996,-79.2546844482,3.0,5,"Food, Coffee & Tea",u'free',True,,True,,False,,2.0,,,,,
308,AskVA_OPP0cNXrpyfuawBw,Star Lobster Seafood Market,3280 Midland Avenue,Toronto,ON,M1V 4W8,43.805791299999996,-79.2888483,3.5,8,"Seafood Markets, Food, Specialty Food",,True,,False,,,,2.0,,,,,
309,v-z5Tw5ds2sEvtk3Kj5x4w,Yupdduk,24-30 Finch Avenue W,Toronto,ON,M2N,43.779326399999995,-79.4175692,3.0,29,"Imported Food, Food, Korean, Restaurants, Ethnic Food, Specialty Food",'no',True,,False,False,False,False,2.0,'casual',u'average',False,False,True
310,Vl7knG5rR45zT97JdkCmMQ,Corrado's Authentic Italian Cuisine,471 Cosburn Avenue,Toronto,ON,M4J 2N5,43.6928272,-79.3339954,4.0,5,"Pizza, Italian, Sandwiches, Restaurants",,True,u'none',,False,False,True,2.0,u'casual',u'quiet',True,True,True
311,wYFQMJytgwoMuan0Aa4ByA,Ivory Thailand,81 Church St,Toronto,ON,M5C 2G2,43.6517653,-79.37501850000001,3.5,11,"Restaurants, Thai",,True,u'full_bar',,True,False,,2.0,u'casual',,,True,True
312,-ssULZ_nOuQfrlFv0NXJIQ,Empire Grill,1100 Eglinton Avenue W,Toronto,ON,M6C 2E2,43.699788833,-79.43186626149999,3.5,14,"Nightlife, Wine Bars, Thai, Restaurants, Portuguese, Seafood, Chicken Shop, Barbeque, Bars, Indian",u'free',True,u'none',True,False,False,True,2.0,'casual',,False,True,True
313,nwQq25Nuf-AmtHT9l0BXIw,Lula Lounge,1585 Dundas Street W,Toronto,ON,M6K 1T9,43.6497277,-79.4345802,3.0,47,"Event Planning & Services, Breakfast & Brunch, Dance Clubs, Restaurants, Music Venues, Nightlife, Latin American, Arts & Entertainment, Venues & Event Spaces",u'no',False,u'full_bar',True,True,False,False,2.0,'casual',u'loud',False,True,False
314,X5mxIQ1Ry_58QzuyUxV_Eg,Joyous Thai,"1500 Royal York Road, Unit 20 21",Toronto,ON,M9P 3B6,43.6916836,-79.5319995,2.5,8,"Thai, Restaurants",,,,,,,,2.0,,,,,
315,_BAewGvIIzrNJtCzViIvSQ,Omai Restaurant,3 Baldwin Street,Toronto,ON,M5T 1L1,43.6561157,-79.39238409999999,4.0,52,"Restaurants, American (Traditional), Japanese",u'free',False,u'beer_and_wine',True,True,False,False,2.0,'casual',u'average',False,False,False
316,J0O7KtzHsEiApzXBQRDcLg,La Prep,77 King Street W,Toronto,ON,M5K 1A1,43.6478979,-79.3820355,3.0,6,"Salad, Sandwiches, Breakfast & Brunch, Restaurants",,True,,,False,,False,2.0,'casual',,,False,False
317,dVz19OnbCfi0pjlSNV0bgQ,Rebekha Sushi 2 Go,883 Eglinton W,Toronto,ON,M6C 2C1,43.700675097600005,-79.4268789142,4.5,3,"Sushi Bars, Japanese, Restaurants, Food Delivery Services, Food",'no',True,'none',,False,False,True,2.0,'casual',,False,False,True
318,cdGF32D1_kRnsMjLytguoA,Muckish Irish Pub,74 Hymus Road,Toronto,ON,M1L 4B2,43.72004129999999,-79.284063,4.0,10,"Irish Pub, Beer, Wine & Spirits, Pubs, Food, American (New), Bars, Irish, Nightlife, Restaurants, Canadian (New)",u'no',True,u'full_bar',True,False,True,False,2.0,u'casual',u'average',True,True,True
319,jaw8mJdGldQmnH0Y8Qi3Tw,Dundas West Fest,Dundas W,Toronto,ON,M6P,43.6653941,-79.4632688,3.5,4,"Local Flavor, Arts & Entertainment, Food, Festivals, Street Vendors",,,,,,,,,,,,,True
320,3uIXuw878fNjxZ2Li1diFg,The Hogtown Vegan,1056 Bloor St. W,Toronto,ON,M6H 1M3,43.6605669,-79.4325733,4.0,384,"Restaurants, Southern, Beer, Wine & Spirits, Food, Vegan",u'no',True,u'full_bar',True,False,False,False,2.0,u'casual',u'average',False,True,True
321,fN_I3jP7RD2llubTvhXtKQ,The Good Fork,2432 Bloor Street W,Toronto,ON,M6S 1P9,43.64956970000001,-79.4840826,4.0,289,"Canadian (New), Breakfast & Brunch, Restaurants, Diners, Cafes",u'no',True,u'full_bar',True,True,True,False,2.0,u'casual',u'average',False,True,True
322,eLkNF-w5upg3OsQYG-GBRA,Cloud Free Agent Espresso Bar,968 Queen St W,Toronto,ON,M6J 1G9,43.64458629999999,-79.4174048,3.5,11,"Coffee & Tea, Juice Bars & Smoothies, Restaurants, Food, Internet Cafes, Breakfast & Brunch",u'free',True,u'none',,False,False,False,1.0,u'casual',u'quiet',False,False,False
323,LrrJW6ejsVL7hADfFy87Eg,EatThai,5195 Yonge Street,Toronto,ON,M2N 5P7,43.7704408,-79.41298590000001,3.5,30,"Restaurants, Thai",'no',True,'beer_and_wine',False,True,False,True,2.0,u'casual',u'average',False,True,True
324,Ri_K4vaiRNQjlyutXgadog,California Thai,5150 Yonge Street,Toronto,ON,M2N 6L6,43.7686976,-79.4131633,2.0,7,"Restaurants, Chinese, Thai, Fast Food",,,,,False,,False,1.0,'casual',,False,,False
325,d-McqjAh8i9f23RI_U3Y2A,Sunshine Caribbean Restaurant,937 Danforth Avenue,Toronto,ON,M4J 1L8,43.68013010000001,-79.33801329999999,3.5,3,"Caribbean, Restaurants",,True,,,,False,,,u'casual',u'loud',,,
326,59roFbMHNSt6H3UbOO2HmA,Better than Yia Yia's,,Toronto,ON,M3B 3B5,43.751633399999996,-79.36433170000001,5.0,5,"Restaurants, Caterers, Mediterranean, Greek, Event Planning & Services",u'no',True,u'none',True,False,True,True,2.0,,,False,,
327,hr86GarswrDgD9SpLtD9hQ,The Croissant Tree,60 Yonge St,Toronto,ON,M5E 1H5,43.6483468,-79.3778374,3.5,10,"Food, Coffee & Tea",u'free',True,,,,False,,1.0,,,,,
328,U0S6YqfxHWWJBWPwjUXcLQ,Wendy's,4 Lebovic Avenue,Toronto,ON,M1L 4V9,43.7261916,-79.291823,3.0,4,"Burgers, Fast Food, Restaurants",,True,,True,False,False,False,1.0,'casual',,False,True,True
329,0cITagiY3ytdRh6shZInxw,Truly Thai Cuisine,2364 Yonge Street,Toronto,ON,M4P 2E6,43.7086903,-79.39902740000001,2.5,7,"Restaurants, Thai",,True,u'full_bar',,True,False,True,2.0,'casual',u'quiet',True,True,True
330,dDYbnQHBi0dqZH2kmiNaSA,Pho Jade,1208 Bloor Street W,Toronto,ON,M6H 1N1,43.6593265,-79.43847729999999,3.5,36,"Vietnamese, Restaurants",u'no',True,u'beer_and_wine',True,True,False,True,1.0,u'casual',u'quiet',True,True,True
331,VADsDteqi8ac5-egcloI3w,Elite Restaurant & Banquet Hall,1118 Finch Avenue W,Toronto,ON,M3J 3J4,43.7672739,-79.4747079,4.0,4,"Russian, Restaurants",,False,u'full_bar',,True,False,False,4.0,u'dressy',u'loud',False,True,False
332,s_nmAD66jFKgMs1ZrUvaYA,Shawarma Station,1618A Bloor St W,Toronto,ON,M6P 1A6,43.655650099999995,-79.4556011,3.0,4,"Middle Eastern, Restaurants",,True,,,,,,,,,,,
333,1LysYiRg6lvwb76WHMfIyw,North Stars Bar & Grill,5433 Yonge Street,Toronto,ON,M2N 5R6,43.776520899999994,-79.4144396,3.0,9,"Bars, American (Traditional), Nightlife, Restaurants, Sports Bars",,False,,,,True,False,,,u'average',,True,False
334,Xz14uC3II_YWsmZhwuJ9Bw,Koricancha Restaurant,1885 Eglinton Avenue W,Toronto,ON,M6E 2J5,43.6951227,-79.4515712,4.5,10,"Restaurants, Lounges, Latin American, Karaoke, Peruvian, Bars, Nightlife",u'no',True,,,True,False,True,2.0,'casual',,,False,True
335,uHs_o3FH_JbLHhZotBkVrQ,The Iceman,782 Adelaide Street W,Toronto,ON,M6J 1B4,43.643962,-79.409343,4.0,3,"Food, Ice Delivery, Event Planning & Services, Local Services, Party Supplies",,,,,,,,,,,,,
336,8JA0UIv3uzjvFkP3IABXMQ,Marcheleo's Gourmet Marketplace,181 Eglinton Avenue E,Toronto,ON,M4P 1J4,43.7079592,-79.3918805,4.0,13,"Event Planning & Services, Coffee & Tea, Caterers, Grocery, Specialty Food, Farmers Market, Food",,True,,True,,,,2.0,,,,,
337,aO94Wsh2VzrgdCXu26OJEQ,The Greek Grill,128 O'Connor Drive,Toronto,ON,M4J 2S4,43.693571,-79.350145,4.0,66,"Mediterranean, Restaurants, Greek",'no',True,u'full_bar',True,True,True,True,2.0,u'casual',u'average',True,True,True
338,h0DBLA6OLptMv0HVanTAvA,Ali Baba's Middle Eastern Cuisine,113 Danforth Avenue,Toronto,ON,M4K 1N2,43.676485425799996,-79.3579816818,3.5,22,"Restaurants, Middle Eastern",'no',True,'none',True,False,False,False,1.0,'casual',u'average',False,False,True
339,rb6QPjjuogZ9_3S6oGsgGQ,White Elephant Restaurant & Bar,366 Queen Street E,Toronto,ON,M5A 1T1,43.655808493100004,-79.363685064,4.0,23,"Restaurants, Thai",'no',True,'full_bar',True,True,False,False,2.0,'casual','average',True,True,True
340,_HqZL3gK98-Q4ObAoyM1aw,Rose and Sons Swan,892 Queen Street W,Toronto,ON,M6J 1G3,43.6450406075,-79.414875227,4.0,47,"American (Traditional), Breakfast & Brunch, Restaurants",'free',True,,True,False,False,False,2.0,'casual',u'average',False,False,True
341,0gj8bpTF6I6T_C5xyBUafw,Arden Fast Food,"3833 Midland Ave, Suite 9C",Toronto,ON,M1N 3Z6,43.8139148,-79.2915342,3.0,4,"Food, Restaurants, Chinese",,,,,,,,1.0,,,,,
342,6Bb7FE_UzUXuO-wFINJP4A,Freta Enjera,831 Bloor Street W,Toronto,ON,M6G 1M3,43.6624268,-79.4228459,4.0,4,"Restaurants, Imported Food, Ethnic Food, Food, Specialty Food, Ethiopian, Convenience Stores",,True,,,,,,1.0,,,,,
343,UeyTFWMLCopiZQ9ZIfmXfA,Ici Bistro,18 St. Thomas Street,Toronto,ON,M5S 2C1,43.668808399999996,-79.3905524,3.0,3,"French, Restaurants",,False,,,True,,False,4.0,'formal',,,False,False
344,BN7KeClLq8DR-crgAImpcQ,Trinity Common,303 Augusta Avenue,Toronto,ON,M5T 2M2,43.656750878800004,-79.40305184569999,3.0,76,"Restaurants, Nightlife, Bars",'no',True,'full_bar',True,True,True,,2.0,,'loud',True,True,False
345,URGUzMJRhK5gLQKC4UztTQ,Taco bell,1338 Kennedy Road,Toronto,ON,M1P 2L6,43.7608579101,-79.2798697203,3.0,4,"Mexican, Restaurants, Fast Food",,,,,,,,,,,,,
346,FgdglZsn9jkkiuTIPOgaOw,UmJi,3113 Sheppard Avenue E,Toronto,ON,M1T 3J7,43.7766273,-79.3171808,3.0,32,"Barbeque, Buffets, Korean, Restaurants",u'no',True,u'beer_and_wine',True,True,False,False,2.0,'casual',u'average',True,True,True
347,Nj-FEhaIn4-VUYYyQ1aOfA,Fiesta Farms,200 Christie Street,Toronto,ON,M6G 3B6,43.6687237,-79.4207562,4.0,51,"Grocery, Food, Specialty Food, Fruits & Veggies",,True,'none',True,,,False,2.0,,,,,
348,U_SKqvm-dUtzDIrixCVdLw,Eating Garden Chinese Restaurant,43 Baldwin Street,Toronto,ON,M5T 1L1,43.6557848,-79.39370129999999,3.0,3,"Chinese, Food, Restaurants, Specialty Food, Ethnic Food",u'no',True,,,True,,,,u'casual',,,,
349,e9smQsCHC7-ghr_7fWz4Mw,Lamb Kebab - Savory Chinese Crepes,492-A Dundas Street W,Toronto,ON,M5T 1G9,43.6531496605,-79.3974486528,4.0,13,"Restaurants, Chinese",'no',True,,,False,,False,,u'casual',,,True,True
350,l_uAw0K2lkOsyVJATcnwsA,Spicy Mafia,181 College Street,Toronto,ON,M5T 1P7,43.658833200000004,-79.3942219,3.0,9,"Chinese, Hot Pot, Restaurants, Ramen, Japanese",u'free',True,u'none',True,False,False,False,2.0,'casual',,False,True,False
351,TsYqjhDuarNeT1k-mtovww,Pho Kimboss Bistro,1144B College Street,Toronto,ON,M6H 1B5,43.6523520518,-79.4330067501,4.0,3,"Restaurants, Thai, Vietnamese",,,,,,False,,,,,,,
352,i3oRRwl3RWOxKfTtiJbliw,BarBurrito - Gerrard,1000 Gerrard St E,Toronto,ON,M4M 3G6,43.669144,-79.3391627,3.0,6,"Mexican, Restaurants, Fast Food",,False,,,False,,,,,,,,
353,CPZwngSfv-5OpQ3iQZOrsQ,Tim Hortons,1277 York Mills Road,Toronto,ON,M3A 1Z5,43.7606862502,-79.32662986220001,2.5,3,"Sandwiches, Restaurants, Food, Breakfast & Brunch, Coffee & Tea",'free',True,,,False,False,False,1.0,'casual',,True,True,True
354,1GWSJbsVfKCPXIYPap6nIA,Oishii Japanese Ramen,3280 Midland Avenue,Toronto,ON,M1V 0C7,43.8060074142,-79.2881869152,2.0,4,"Japanese, Restaurants",u'free',,,,,False,,1.0,u'casual',u'quiet',,True,True
355,cDoo0Pf1d_P79Rq3ZNk-Mw,Kirei Sushi + Bar,81 Church Street,Toronto,ON,M5C 2G2,43.6515981379,-79.3748980667,3.5,56,"Japanese, Sushi Bars, Restaurants",u'free',True,u'full_bar',True,True,True,True,2.0,u'casual',u'quiet',True,True,True
356,yZsVStKgRul_oNjHsV99LQ,Kibo House Sushi and Cafe,701 Saint Clair Avenue  W,Toronto,ON,M6C 1B2,43.6814409,-79.4263448,3.0,3,"Restaurants, Coffee & Tea, Sushi Bars, Food",,True,,True,,False,,2.0,,,,True,True
357,0uIiaa8pCyNkw729NKOcBw,Foods For Life,2184 Bloor Street W,Toronto,ON,M6S 1N3,43.651778,-79.474727,4.5,15,"Vitamins & Supplements, Specialty Food, Food, Shopping, Health Markets",,False,,True,,,,1.0,,,,,
358,yUO7zPWGbumX42UzjbuBmw,Subway,548 Church Street,Toronto,ON,M4Y 2E1,43.6654189,-79.3810194,2.0,4,"Sandwiches, Restaurants, Fast Food",'no',True,'none',,False,False,False,1.0,'casual','quiet',False,False,False
359,bteXwVjvQAkymcl4ZXQBbQ,Amber Restaurant & Bar,119 Yorkville Ave,Toronto,ON,M5R 1C4,43.670637,-79.3930014,2.5,10,"Lounges, Bars, Restaurants, Nightlife",,False,,,False,,False,,,,,True,False
360,j28T6ZuP1mLHe3m36COOpQ,DaanGo Cake Lab,"3380 Midland Ave, Unit 11",Toronto,ON,M1V 5B5,43.8094524,-79.2902098,4.0,168,"Specialty Food, Food, Bakeries, Macarons, Desserts",,True,,True,,,False,2.0,,,,,
361,7p54EUi6PylEtmSyMdIstA,Smile Dessert,E113-3262 Midland Avenue,Toronto,ON,M1V 0C4,43.804592,-79.290014,2.0,37,"Restaurants, Hong Kong Style Cafe, Desserts, Food",u'free',True,,,True,False,False,1.0,,,,True,True
362,LOX4LFY1qNQWprcomZAgYA,Habibiz Restaurant & Cafe,1929 Kennedy Road,Toronto,ON,M1P 2L9,43.768105600000005,-79.2811922,2.5,23,"Restaurants, Middle Eastern",u'no',False,u'none',False,False,True,False,2.0,'casual',u'very_loud',True,True,False
363,yrlxHcc2OzN3-8-nTGzUbQ,Close To The Bone,929 Kingston Road,Toronto,ON,M4E,43.680189399999996,-79.2885952,5.0,10,"Food, Delis, Restaurants, Grocery",,,,,,,,2.0,,,,,
364,S5bNE4Pmin8OQUMOFod8bQ,Ciao Wine Bar,133 Yorkville Avenue,Toronto,ON,M5R 1C4,43.670475399999994,-79.3936453,3.0,126,"Nightlife, Italian, Restaurants, Wine Bars, Bars",u'no',False,u'full_bar',False,True,True,False,3.0,u'dressy',u'average',False,True,False
365,YHE1PS0mhFbwKJm8iJpcuQ,The Communal Mule,984 Dundas St W,Toronto,ON,M6J,43.6505326,-79.4152092,3.5,22,"Coffee & Tea, Food",u'free',,,,,True,,2.0,,,,,
366,gSPA67ulIn-u17ovvZ8aWw,Sobeys,2451 Danforth Avenue,Toronto,ON,M4C 1L1,43.6873925,-79.3038884,3.5,6,"Seafood Markets, Grocery, Food, Specialty Food",,True,,True,,,,2.0,,,,,
367,NOz8W_cUV3Dw5yLgFkKLGw,The Yellow Griffin,2202 Bloor St W,Toronto,ON,M6S 1N4,43.651438899999995,-79.475629,3.0,107,"Pubs, Bars, Restaurants, Burgers, Nightlife",u'no',True,u'full_bar',True,True,True,False,2.0,u'casual',u'average',True,True,False
368,8pm2QN9yHpqv7LOz84LrUw,Rabba Fine Foods,1840 Bloor Street W,Toronto,ON,M6R 2Z3,43.65413346850001,-79.4631618529,2.5,3,"Meat Shops, Convenience Stores, Specialty Food, Food, Grocery, Bakeries",,True,,True,,,,2.0,,,,,
369,X29BLACjBhOg_P2USv07dA,Trendee Chinese Cuisine,66 Overlea Boulevard,Toronto,ON,M4H 1C4,43.7082593775,-79.3425049654,3.5,6,"Chinese, Restaurants",,True,,,False,False,True,2.0,u'casual',u'average',True,True,True
370,js9rQZAlA5rr7oSBRRcCDw,Dimmi Bar & Trattoria,140 Cumberland St,Toronto,ON,M5R 1A8,43.6700945,-79.3926771,3.5,171,"Italian, Restaurants",u'no',True,u'full_bar',True,True,True,False,2.0,u'casual',u'average',True,True,False
371,g9Jw5G3ioagemIUhJ77Gvg,Mukimuki,384 College Street,Toronto,ON,M5T 1S7,43.657233000000005,-79.4054585,3.5,3,"Food, Restaurants, Cafes, Bakeries, Coffee & Tea",,,,,,,,,,,,,
372,_X5P9hY8MKvyTypCnv3Upg,CXBO Chocolates,193 Baldwin Street,Toronto,ON,M5T 1M1,43.6544824,-79.40141259999999,4.0,17,"Chocolatiers & Shops, Food, Specialty Food",,True,,True,,,,3.0,,,,,
373,ZtPzdwBq1dQaUIQnPKa-Qw,Fit For Life,2 Bloor Street W,Toronto,ON,M4W 3E2,43.670475,-79.387135,2.0,6,"Vegetarian, Restaurants",u'no',True,u'none',,False,False,False,2.0,u'casual',u'average',False,False,True
374,TM9Eani6kQmRV5RZaU7Tew,LCBO,879 Bloor Street W,Toronto,ON,M6G 1M4,43.6619825,-79.4251431,2.5,6,"Food, Shopping, Beer, Wine & Spirits",,True,,True,,,,2.0,,,,,
375,VAMOskgqojcYr7aK6zLg-g,Fatima's Cafe & Bistro,3108 Dundas Street West,Toronto,ON,M6P 2A1,43.6656181,-79.4735271,4.5,3,"Mediterranean, Restaurants, Modern European, Breakfast & Brunch",,True,u'full_bar',,True,False,,2.0,u'casual',,,True,True
376,IQAZn0i5mpj690wPLxcf0g,C Stores,393 King Street E,Toronto,ON,M5A 1L3,43.6524316,-79.3628798,4.5,3,"Delis, Convenience Stores, Food, Restaurants",,True,u'none',,False,,,1.0,,u'quiet',False,False,True
377,o37mk94tQ3UyQOOxDXQo8A,Grill Cottage,1468 Queen Street W,Toronto,ON,M6K 1M3,43.6406358682,-79.4367561489,4.5,9,"Falafel, Middle Eastern, Mediterranean, Restaurants, Diners",u'no',True,u'none',True,False,False,False,1.0,u'casual',u'average',True,True,True
378,bLIcSIyyAuLTIBIQKRyQUw,The Junction Grill,390 Pacific Avenue,Toronto,ON,M6P 2R1,43.665184499999995,-79.4686334,3.5,33,"Coffee & Tea, Sandwiches, Breakfast & Brunch, Desserts, Restaurants, Portuguese, Creperies, Food",u'no',True,u'none',True,False,True,False,1.0,u'casual',u'quiet',True,True,True
379,3OLyQAlAYAC0Amnr5aO81Q,Laura Secord,25 The West Mall,Toronto,ON,M9C 1B8,43.6097787,-79.560642,3.0,3,"Ice Cream & Frozen Yogurt, Specialty Food, Chocolatiers & Shops, Food, Desserts",,,,,,,,,,,,,
380,TLfBvo601IBNSkvymQnnZQ,Dominos,107 344 Front Street W,Toronto,ON,M5V,43.6433776,-79.3920218,1.5,14,"Restaurants, Pizza",'free',True,,True,False,True,True,2.0,'casual',u'average',True,True,True
381,vLWphV8xAVYflOn1gCU9Jw,Paramount Lebanese Kitchen,141 Spadina Avenue,Toronto,ON,M5V 1X3,43.6479963117,-79.3958004629,2.0,28,"Restaurants, Halal, Middle Eastern, Lebanese, Barbeque, Chicken Wings",,True,,,False,False,True,2.0,'casual',u'average',False,True,True
382,WbMZHFOOzjmQybWyHdfDxA,Aprilé Bambina,1054 Gerrard Street E,Toronto,ON,M4M 1Z8,43.6692354,-79.33609,4.0,33,"Comfort Food, Food, Gluten-Free, Breakfast & Brunch, Canadian (New), Restaurants, Italian, Beer, Wine & Spirits, Pizza",u'free',True,u'full_bar',True,True,True,True,2.0,u'casual',u'average',False,True,True
383,U1LB3sRMGTu_h7Sf9QdNoA,Le Neuf Café,9 Clarence Square,Toronto,ON,M5V,43.6447463,-79.39375509999999,3.5,139,"Restaurants, Food, Coffee & Tea, French",u'free',True,u'full_bar',True,False,True,False,2.0,u'casual',u'average',False,False,False
384,Xjcd_--LJYBlkdLSXhbR9g,Mami's Philippine Cuisine,4438 Sheppard Ave E,Toronto,ON,M1S 1V2,43.7881972,-79.2681072,3.5,10,"Fast Food, Filipino, Restaurants",,True,u'none',,False,,False,1.0,u'casual',u'average',False,True,True
385,Dvhg57y-SOcKty6WTG1XDw,Boil King,333 King Street W,Toronto,ON,M5V 1J5,43.646035,-79.3911778,4.0,20,"Cajun/Creole, Chicken Wings, Seafood, Bars, Nightlife, Restaurants",u'free',True,u'full_bar',True,True,True,False,2.0,'casual',u'average',True,True,True
386,X__txEx12Sc97btJc4L_fA,Crème,703 College Street,Toronto,ON,M6G 1C2,43.6550661,-79.4180463,4.0,14,"Coffee & Tea, Desserts, Food, Ice Cream & Frozen Yogurt",,,,,,True,,1.0,,,,,
387,m65oi2C7b1CJM7DaXbFi-g,Caffe Demetre,"3250 Dufferin Street, Unit 3",Toronto,ON,M6A 2T3,43.7200405,-79.4564275,3.5,56,"Restaurants, Cafes, Food, Desserts, Creperies",u'free',True,u'none',True,False,False,False,2.0,'casual',u'loud',False,True,True
388,UrV2WIaiFHRI8xxOZ00g0w,Parlor Foods & Co,333 King Street W,Toronto,ON,M5V,43.646150799999994,-79.3912498,4.0,57,"Canadian (New), Restaurants, Nightlife, Bars",'free',True,'full_bar',True,True,True,False,2.0,'casual','average',False,True,False
389,2ZZp5V8N0nHlsml01XBJUQ,JXY Dumpling Restaurant,"3250 Midland Avenue, Unit G",Toronto,ON,M1V,43.805176,-79.287318,3.5,40,"Restaurants, Chinese, Noodles",,True,,True,True,False,False,2.0,'casual',u'average',True,True,True
390,S_L3qebVFHSAvrGUFcFXpQ,Haroo,5935 Yonge Street,Toronto,ON,M2M 3V7,43.787427,-79.4170912,3.5,13,"Restaurants, Korean, Barbeque",,True,,,True,False,,2.0,'casual',,False,True,True
391,bY-4nSmbowNdAdrch0P9Tw,Corks Beer & Wine Bars,93 Laird Drive,Toronto,ON,M4G 3V1,43.7056909,-79.3616027,4.5,3,"Food, Beer, Wine & Spirits, Restaurants, Bars, Canadian (New), Nightlife",,False,,,False,,False,2.0,,u'average',,True,True
392,C75UPn41Uq2DJNCP74uTDw,Liberty Noodle,220 Yonge Street,Toronto,ON,M5B 2H1,43.657268200000004,-79.3814178,2.0,76,"Food Court, Japanese, Restaurants",u'no',True,'none',False,False,False,False,1.0,u'casual',u'very_loud',False,True,True
393,hJda5g5v_2rT3D-3mSf7cQ,Tequila Sun Rise Cantina & Grill,212 Adelaide Street W,Toronto,ON,M5H 1W7,43.648594700000004,-79.38745250000001,2.5,12,"Food, Specialty Food, Restaurants, Mexican",,False,u'full_bar',,True,False,False,2.0,u'casual',u'loud',True,True,False
394,DgcWHk1tCo3wEfcX0Ss8ag,Mario & Selina's No Frills,220 Royal York Road,Toronto,ON,M8V 2V7,43.6121861,-79.497828,2.5,10,"Pharmacy, Health & Medical, Grocery, Food",,False,,True,,,,2.0,,,,,
395,jWfmC3iXaPLBmrAFfK2QeA,Sakura Japanese Restaurant,4700 Keele Street,Toronto,ON,M3J 2S5,43.774239200000004,-79.5014316,2.0,16,"Restaurants, Japanese, Food",,True,u'none',,,False,,2.0,u'casual',,False,,
396,SA7NjDkzdaJxUjKvX9_gpA,Anondo Restaurant,2891 Danforth Avenue,Toronto,ON,M4C 1M3,43.689703200000004,-79.2942628,4.5,21,"Restaurants, Bangladeshi, Pakistani, Indian",u'no',True,u'none',True,False,False,False,1.0,u'casual',u'quiet',True,True,True
397,7yRLFyhvaY5Nck3iSKDmxQ,Edo,2901 Bayview Avenue,Toronto,ON,M2K 1E6,43.7690883,-79.38546550000001,3.5,11,"Restaurants, Japanese",,True,'full_bar',True,True,False,True,2.0,'casual',u'quiet',True,True,True
398,YJLMczqUMejz1jAmVGokqQ,M Wing Cafeteria at Sunnybrook,2075 Bayview Avenue,Toronto,ON,M4N 1J7,43.723116100000006,-79.3759458,2.0,6,"Food, Restaurants, Cafes",,True,,,False,,False,2.0,'casual',,False,True,True
399,Zsk6tnKWMqBFF33NSv5EIQ,Olympia Supermarket,1230 Dufferin St,Toronto,ON,M6H 4C1,43.6662956,-79.4382483,3.0,3,"Food, Grocery",,,,,,,,3.0,,,,,
400,IYikcVWEgp53jmkIeEI80g,Kin Kin Bakery & Bubble Tea,4841 Yonge Street,Toronto,ON,M2N 5X2,43.7625088,-79.4105316,3.5,7,"Coffee & Tea, Food, Bakeries, Patisserie/Cake Shop",,,,,,,,,,,,,
401,mdBaC30kgcWfAyF1O8anOw,Kim Bo Restaurant,358 Bathurst Street,Toronto,ON,M5T 2S6,43.6527094,-79.40631259999999,4.0,27,"Vietnamese, Restaurants",u'no',True,u'full_bar',,True,False,False,2.0,u'casual',u'quiet',True,True,True
402,im8sxT2V-drSvxP17qdb2A,Sicilian Sidewalk Cafe,712 College Street,Toronto,ON,M6G 1C3,43.6553573,-79.4185968,3.5,66,"Italian, Ice Cream & Frozen Yogurt, Restaurants, Food, Desserts",u'no',True,u'full_bar',True,False,True,False,2.0,u'casual',u'average',True,True,True
403,8MHEYBkI6vpyNEYiP3wvQQ,Tim Hortons,444 Yonge Street,Toronto,ON,M5B 2H4,43.6611610549,-79.3833049453,2.5,17,"Food, Coffee & Tea",'free',True,,True,,False,,1.0,,,,,
404,XZxJ4fG-4a3PP9VP5jvDWw,Mother India,1456 Queen Street W,Toronto,ON,M6K 1M2,43.6408144,-79.4362132,4.0,190,"Middle Eastern, Indian, Pakistani, Restaurants",u'no',True,u'full_bar',True,False,False,True,2.0,u'casual',u'quiet',False,True,True
405,OKcWglzK8JaFxfNGjq8yGw,Old Beijing BBQ,"4227 Sheppard Avenue E, Unit B1",Toronto,ON,M1S 5H5,43.7847607,-79.27782420000001,4.0,3,"Restaurants, Chinese",,True,,,,,,,,,,True,True
406,tGA6DQqySVxIs4AN9Op_aQ,Tim Hortons,334 Bloor Street W,Toronto,ON,M5S 1W9,43.6667303,-79.40410990000001,3.0,7,"Coffee & Tea, Cafes, Restaurants, Food",'free',True,,True,False,False,False,1.0,,,,,False
407,ZJLobjytBCP0RRxhbBkS8Q,Coco Rogue,2097 Yonge Street,Toronto,ON,M4S 2A8,43.7030511,-79.3974157,3.5,3,"Chocolatiers & Shops, Food, Specialty Food",,,,,,,,2.0,,,,,
408,as5StqV9pbDhUM0AYP_j9g,Kim Moon Bakery,438 Dundas St W,Toronto,ON,M5T 1G7,43.6535087,-79.3957156,3.5,27,"Food, Bakeries, Restaurants, Chinese",,True,,,False,False,,1.0,u'casual',u'quiet',True,True,True
